event_id,well_id,event_type,start_depth,end_depth,formation,severity,cause,impact,mitigation,lesson_learned,npt_hours,source_document,source_page,confidence,is_demo_data
EVT-0053,WELL-010,MUD_LOSS,3318.1,3337.5,Barail Sandstone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,18.2,Jorajan-47_DDR_Final_Report.pdf,35,0.89,True
EVT-0054,WELL-010,MUD_LOSS,1562.7,1595.6,Girujan Clay,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,16.2,Jorajan-47_DDR_Final_Report.pdf,32,0.89,True
EVT-0055,WELL-010,MUD_LOSS,3813.9,3836.5,Barail Coal-Shale,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,16.8,Jorajan-47_DDR_Final_Report.pdf,4,0.91,True
EVT-0056,WELL-010,CEMENTING_ISSUE,4771.3,4778.9,Disang Formation,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,41.6,Jorajan-47_DDR_Final_Report.pdf,37,0.94,True
EVT-0057,WELL-011,STUCK_PIPE,3053.9,3096.9,Bokabil Formation,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,28.9,Shalmari-35_DDR_Final_Report.pdf,16,0.89,True
EVT-0058,WELL-011,CEMENTING_ISSUE,4551.9,4588.5,Sylhet Limestone,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,35.5,Shalmari-35_DDR_Final_Report.pdf,34,0.92,True
EVT-0059,WELL-011,TORQUE_SPIKE,3892.0,3936.6,Barail Coal-Shale,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,7.9,Shalmari-35_DDR_Final_Report.pdf,40,0.89,True
EVT-0060,WELL-011,LOST_CIRCULATION,2680.7,2694.0,Tipam Sandstone,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,44.5,Shalmari-35_DDR_Final_Report.pdf,43,0.89,True
EVT-0061,WELL-012,STUCK_PIPE,3434.1,3450.1,Barail Sandstone,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,27.9,Shalmari-147_DDR_Final_Report.pdf,19,0.95,True
EVT-0062,WELL-012,LOST_CIRCULATION,4752.0,4766.3,Disang Formation,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,46.0,Shalmari-147_DDR_Final_Report.pdf,41,0.94,True
EVT-0063,WELL-012,CEMENTING_ISSUE,3382.6,3409.4,Barail Sandstone,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,45.2,Shalmari-147_DDR_Final_Report.pdf,18,0.96,True
EVT-0064,WELL-012,MUD_LOSS,3436.2,3453.9,Barail Sandstone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,18.0,Shalmari-147_DDR_Final_Report.pdf,8,0.93,True
EVT-0065,WELL-012,KICK,3427.3,3436.7,Barail Sandstone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,21.8,Shalmari-147_DDR_Final_Report.pdf,28,0.95,True
EVT-0066,WELL-013,KICK,1193.1,1236.6,Girujan Clay,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,34.5,Moran-128_DDR_Final_Report.pdf,37,0.94,True
EVT-0067,WELL-013,MUD_LOSS,3835.2,3870.7,Barail Coal-Shale,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,16.7,Moran-128_DDR_Final_Report.pdf,34,0.95,True
EVT-0068,WELL-013,KICK,3118.9,3141.3,Bokabil Formation,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,34.1,Moran-128_DDR_Final_Report.pdf,6,0.93,True
EVT-0069,WELL-013,TORQUE_SPIKE,4082.4,4091.6,Kopili Formation,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,7.2,Moran-128_DDR_Final_Report.pdf,27,0.95,True
EVT-0070,WELL-013,KICK,4614.1,4641.1,Sylhet Limestone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,28.4,Moran-128_DDR_Final_Report.pdf,21,0.91,True
EVT-0071,WELL-013,MUD_LOSS,4629.5,4667.5,Sylhet Limestone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,14.8,Moran-128_DDR_Final_Report.pdf,35,0.93,True
EVT-0072,WELL-013,MUD_LOSS,3429.2,3459.1,Barail Sandstone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,20.3,Moran-128_DDR_Final_Report.pdf,29,0.96,True
EVT-0073,WELL-013,STUCK_PIPE,3829.8,3871.9,Barail Coal-Shale,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,36.1,Moran-128_DDR_Final_Report.pdf,45,0.93,True
EVT-0074,WELL-014,LOST_CIRCULATION,3524.9,3542.3,Barail Sandstone,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,38.8,Baghjan-51_DDR_Final_Report.pdf,27,0.89,True
EVT-0075,WELL-014,CEMENTING_ISSUE,2316.1,2325.8,Tipam Sandstone,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,49.4,Baghjan-51_DDR_Final_Report.pdf,32,0.97,True
EVT-0076,WELL-014,KICK,3803.1,3827.4,Barail Coal-Shale,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,28.7,Baghjan-51_DDR_Final_Report.pdf,30,0.94,True
EVT-0077,WELL-014,TORQUE_SPIKE,3630.9,3656.2,Barail Sandstone,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,10.6,Baghjan-51_DDR_Final_Report.pdf,5,0.91,True
EVT-0078,WELL-015,KICK,3884.1,3900.4,Barail Coal-Shale,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,25.9,Jorajan-73_DDR_Final_Report.pdf,38,0.94,True
EVT-0079,WELL-015,LOST_CIRCULATION,5109.4,5132.3,Disang Formation,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,52.3,Jorajan-73_DDR_Final_Report.pdf,22,0.94,True
EVT-0080,WELL-015,PACK_OFF,4506.6,4524.5,Sylhet Limestone,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,12.8,Jorajan-73_DDR_Final_Report.pdf,45,0.9,True
EVT-0081,WELL-015,TORQUE_SPIKE,3598.0,3619.4,Barail Sandstone,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,7.9,Jorajan-73_DDR_Final_Report.pdf,31,0.95,True
EVT-0082,WELL-015,CEMENTING_ISSUE,4485.8,4517.3,Sylhet Limestone,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,49.1,Jorajan-73_DDR_Final_Report.pdf,10,0.93,True
EVT-0083,WELL-015,MUD_LOSS,2945.8,2974.4,Bokabil Formation,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,24.5,Jorajan-73_DDR_Final_Report.pdf,29,0.89,True
EVT-0084,WELL-015,TORQUE_SPIKE,1698.0,1719.4,Girujan Clay,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,9.5,Jorajan-73_DDR_Final_Report.pdf,10,0.89,True
EVT-0085,WELL-016,KICK,4565.0,4604.1,Sylhet Limestone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,34.8,Shalmari-152_DDR_Final_Report.pdf,35,0.92,True
EVT-0086,WELL-016,KICK,5112.6,5119.0,Disang Formation,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,22.3,Shalmari-152_DDR_Final_Report.pdf,41,0.95,True
EVT-0087,WELL-016,KICK,3543.4,3565.8,Barail Sandstone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,22.8,Shalmari-152_DDR_Final_Report.pdf,41,0.95,True
EVT-0088,WELL-016,MUD_LOSS,4794.9,4811.9,Disang Formation,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,15.1,Shalmari-152_DDR_Final_Report.pdf,21,0.96,True
EVT-0089,WELL-016,KICK,4101.2,4112.0,Kopili Formation,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,29.6,Shalmari-152_DDR_Final_Report.pdf,37,0.95,True
EVT-0090,WELL-016,STUCK_PIPE,2831.3,2860.7,Bokabil Formation,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,35.0,Shalmari-152_DDR_Final_Report.pdf,44,0.9,True
EVT-0091,WELL-017,STUCK_PIPE,3400.6,3415.8,Barail Sandstone,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,32.4,Tengakhat-124_DDR_Final_Report.pdf,1,0.97,True
EVT-0092,WELL-017,TORQUE_SPIKE,3855.5,3866.8,Barail Coal-Shale,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,8.5,Tengakhat-124_DDR_Final_Report.pdf,23,0.98,True
EVT-0093,WELL-017,KICK,4577.1,4600.4,Sylhet Limestone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,26.0,Tengakhat-124_DDR_Final_Report.pdf,25,0.97,True
EVT-0094,WELL-017,MUD_LOSS,3360.7,3380.1,Barail Sandstone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,18.1,Tengakhat-124_DDR_Final_Report.pdf,45,0.91,True
EVT-0095,WELL-017,CEMENTING_ISSUE,4452.3,4479.9,Sylhet Limestone,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,46.0,Tengakhat-124_DDR_Final_Report.pdf,4,0.97,True
EVT-0096,WELL-017,LOST_CIRCULATION,5094.8,5135.9,Disang Formation,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,60.7,Tengakhat-124_DDR_Final_Report.pdf,15,0.94,True
EVT-0097,WELL-017,KICK,3488.3,3518.1,Barail Sandstone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,32.0,Tengakhat-124_DDR_Final_Report.pdf,43,0.95,True
EVT-0098,WELL-017,STUCK_PIPE,2647.6,2678.5,Tipam Sandstone,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,33.5,Tengakhat-124_DDR_Final_Report.pdf,29,0.88,True
EVT-0099,WELL-018,LOST_CIRCULATION,2801.5,2818.3,Bokabil Formation,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,59.9,Baghjan-13_DDR_Final_Report.pdf,12,0.9,True
EVT-0100,WELL-018,CEMENTING_ISSUE,4155.8,4197.3,Kopili Formation,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,49.3,Baghjan-13_DDR_Final_Report.pdf,17,0.97,True
EVT-0101,WELL-018,TORQUE_SPIKE,3869.3,3887.8,Barail Coal-Shale,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,7.0,Baghjan-13_DDR_Final_Report.pdf,5,0.89,True
EVT-0102,WELL-018,STUCK_PIPE,4660.2,4697.4,Sylhet Limestone,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,34.7,Baghjan-13_DDR_Final_Report.pdf,26,0.88,True
EVT-0103,WELL-018,PACK_OFF,2311.1,2343.0,Tipam Sandstone,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,16.8,Baghjan-13_DDR_Final_Report.pdf,38,0.92,True
EVT-0104,WELL-018,LOST_CIRCULATION,4007.9,4022.3,Kopili Formation,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,39.1,Baghjan-13_DDR_Final_Report.pdf,36,0.91,True
